lemma,form,rank,tier,count,forms
angehen,angeht,3850,ext,104,angeht
klopfen,klopfte,3851,ext,104,klopfte
widerstehen,widerstehen,3853,ext,104,widerstehen
gelangen,gelangen,3855,ext,104,gelangen
verwandeln,verwandelt,3856,ext,104,verwandelt
ausreden,ausreden,3857,ext,104,ausreden
außen,außen,3859,ext,104,außen
gewinn,gewinn,3860,ext,104,gewinn
durstig,durstig,3864,ext,104,durstig
belügen,belogen,3865,ext,104,belogen
hintern,hintern,3868,ext,104,hintern
vermuten,vermute,3870,ext,103,vermute
änderung,änderungen,3871,ext,103,änderungen
braut,braut,3872,ext,103,braut
schwul,schwul,3873,ext,103,schwul
schalten,schaltete,3877,ext,103,schaltete
figur,figur,3879,ext,103,figur
balkon,balkon,3880,ext,103,balkon
abhängig,abhängig,3881,ext,103,abhängig
posten,posten,3883,ext,103,posten
einstellen,einstellen,3884,ext,103,einstellen
ruhm,ruhm,3885,ext,103,ruhm
virus,virus,3886,ext,103,virus
neigen,neigt,3889,ext,103,neigt
behandlung,behandlung,3891,ext,103,behandlung
minister,minister,3893,ext,103,minister
heimweg,heimweg,3894,ext,103,heimweg
rucksack,rucksack,3897,ext,102,rucksack
ende,endes,3898,ext,102,endes
behauptet,behauptete,3900,ext,102,behauptete
ereignis,ereignisse,3901,ext,102,ereignisse
hinlegen,hingelegt,3902,ext,102,hingelegt
hawaii,hawaii,3903,ext,102,hawaii
erfindung,erfindung,3905,ext,102,erfindung
verkauf,verkauf,3908,ext,102,verkauf
eingang,eingang,3909,ext,102,eingang
erschaffen,erschaffen,3910,ext,102,erschaffen
handschrift,handschrift,3913,ext,102,handschrift
gründlich,gründlich,3915,ext,102,gründlich
hinsicht,hinsicht,3916,ext,102,hinsicht
bereich,bereich,3917,ext,102,bereich
robert,robert,3918,ext,102,robert
stiefel,stiefel,3919,ext,102,stiefel
vorfahren,vorfahren,3920,ext,102,vorfahren
senden,senden,3921,ext,102,senden
gelaunt,gelaunt,3922,ext,102,gelaunt
jedermann,jedermann,3927,ext,102,jedermann
website,website,3932,ext,101,website
persönlichkeit,persönlichkeit,3934,ext,101,persönlichkeit
nagel,nagel,3935,ext,101,nagel
feuern,gefeuert,3938,ext,101,gefeuert
material,material,3940,ext,101,material
verletzt,verletzte,3941,ext,101,verletzte
innenstadt,innenstadt,3942,ext,101,innenstadt
verschieben,verschieben,3943,ext,101,verschieben
vergeblich,vergeblich,3945,ext,101,vergeblich
beurteilen,beurteilen,3948,ext,101,beurteilen
fotografieren,fotografieren,3950,ext,101,fotografieren
vortrag,vortrag,3951,ext,101,vortrag
eh,eh,3952,ext,101,eh
sehnsucht,sehnsucht,3954,ext,101,sehnsucht
drittel,drittel,3957,ext,100,drittel
unwissenheit,unwissenheit,3958,ext,100,unwissenheit
plus,plus,3959,ext,100,plus
einkommen,einkommen,3960,ext,100,einkommen
ebenfalls,ebenfalls,3961,ext,100,ebenfalls
organisation,organisation,3963,ext,100,organisation
berühren,berühren,3965,ext,100,berühren;berührt
sekretärin,sekretärin,3966,ext,100,sekretärin
sonnenschein,sonnenschein,3968,ext,100,sonnenschein
irgendjemand,irgendjemand,3969,ext,100,irgendjemand
brötchen,brötchen,3970,ext,100,brötchen
bescheiden,bescheiden,3974,ext,100,bescheiden
ungeduldig,ungeduldig,3978,ext,99,ungeduldig
untersuchung,untersuchung,3980,ext,99,untersuchung
fotoapparat,fotoapparat,3982,ext,99,fotoapparat
neugier,neugier,3983,ext,99,neugier
scher,schere,3984,ext,99,schere
anschauen,anschauen,3985,ext,99,anschauen
spätestens,spätestens,3986,ext,99,spätestens
zunehmen,zugenommen,3988,ext,99,zugenommen
standen,gestanden,3990,ext,99,gestanden
priester,priester,3992,ext,99,priester
auskommen,auskommen,3993,ext,99,auskommen
google,google,3995,ext,99,google
enkel,enkel,3996,ext,99,enkel
zweifellos,zweifellos,3997,ext,98,zweifellos
anhalt,anhalten,3998,ext,98,anhalten
besetzt,besetzt,4000,ext,98,besetzt
