form,sid,alt,de_text
tochter,10196020,10275453;10688151;931287,Mennad versohlte seiner Tochter den Hintern.
minuten,1813199,2182599;2182651;6207514,Wir landen in fünfzehn Minuten.
beschäftigt,1938448,383243;7339658;11078540,Tom ist derzeit furchtbar beschäftigt.
fragte,1556390,9101631;6934152;6366354,"Er fragte sie, warum sie weine."
also,10225088,1132282;2949212;13707860,"Diese Bestandteile sind lipophil, also fettlöslich."
musik,12928041,344866;2779834;4713147,David sang zu trauriger Musik.
niemals,13261179,9977731;2966816;3016667,Sex mit Minderjährigen ist niemals einvernehmlich.
liebt,4846433,8646296;8646298;8646299,Er liebt Sci-Fi-Romane.
film,13754593,1483462;7360751;12671999,Dieser Film ähnelt streckenweise einem Fiebertraum.
draußen,9257997,2975953;2135232;4220048,Sich draußen umziehen ist peinlich.
wagen,2132882,4053462;4834970;8312675,Sein Wagen streifte die Tunnelwand.
verlassen,11857743,11857785;11860838;11857750,Die Ungarn verlassen Ungarn nur ungern.
wohnt,11955479,13079335;8679154;1786782,"Vladimir wohnt in Adrar, im Süden Algeriens."
grund,3867678,3160487;7767890;3497224,"Sonderbar, dass der eigentliche Grund der Grausamkeit Wollust ist."
garten,1697131,5663943;682735;3380133,In Nachbars Garten stolziert ein Goldfasan.
kleine,4739786,6140857;4032989;12381218,Ich sammle kleine Eulen aus verschiedenem Material.
herr,400454,811587;8646298;880116,Herr Ito prüft die Anwesenheit.
besteht,13668553,3122683;808660;1643879,Materie besteht hauptsächlich aus Leere.
versucht,706285,8560910;11870028;13486317,"Er versucht, Selbstmord zu begehen."
stelle,11758574,1493564;7071146;7287431,Die Stelle bietet viele Lohnnebenleistungen.
erde,1022582,11836399;8641607;5144390,Dinosaurier beherrschten einst die Erde.
möglich,756308,4844061;12623899;5791437,Verwende wenn möglich keinen Slang.
tod,8613332,3174905;4863826;944657,Der Tod ist der Schmach vorzuziehen.
marias,3386036,3416662;6060130;5798501,Wie lautete Marias vorehelicher Familienname?
sache,930090,2840645;5318869;442800,Der Atomausstieg ist beschlossene Sache.
spaß,9125360,5661875;1508182;4731573,Entspann dich! Viel Spaß! Viel Vergnügen!
vier,1569500,1604278;4160081;7775042,Vier der dreiundzwanzig Gefangenen entkamen.
deutschland,898612,1855498;4974930;8227248,Mitte Mai herrschen in Deutschland die Eisheiligen.
himmel,4956778,8639181;7783145;1254700,Der Sonnenaufgang malt den Himmel verschiedenfarbig.
spiel,1533288,392430;10535675;10660408,"Arbeit ist Arbeit, Spiel ist Spiel."
endlich,9706425,1102131;11787239;1402744,Der Verdächtige hat endlich geredet.
anders,13965705,1555010;3859929;1171400,Jede Schachfigur bewegt sich anders.
idee,5233749,1558179;5156379;1831911,Die Idee mutete zunächst absurd an.
geboren,1455883,3980686;3988603;932318,George Washington wurde am zweiundzwanzigsten Februar siebzehnhundertzweiunddreißig geboren.
reich,13000738,13000739;12394095;2583076,Ihr Einfluss prägte das Römische Reich tiefgreifend.
kalt,647311,902124;3560477;1310427,"Kalt und trocken, herrlicher Sonnenschein, ein schönes Winterwetter!"
licht,2695809,959971;1737260;2664124,Ein bläuliches Licht erhellte alles Umliegende.
stand,2291493,3510178;989687;746019,Der Karren stand im Schuppen.
brot,4933908,13863516;1946968;672431,Fremdes Brot ist ein herbes Brot.
herz,6098970,11897796;5225955;2038278,Wien war das Herz Österreich-Ungarns.
wahrscheinlich,8286952,8929907;10169189;783083,Die Sicherung ist wahrscheinlich geflogen.
her,8142273,817852;8212650;963160,Kommt her und esst Schokoladenkuchen!
tee,7875204,12493888;1513541;1030228,Zum Tee wurde Gebäck gereicht.
eigenen,13723759,8288125;973879;11237388,Dan will einen eigenen Radiosender gründen.
seite,10774962,7859264;2171486;3705253,Schlag das Lehrbuch auf Seite 50 auf.
wünschte,8091532,8131894;8817395;10242161,"Ich wünschte, du wärest dagewesen!"
japan,444975,1023395;12423354;651623,Japan unterhält diplomatische Beziehungen zu China.
kurz,8762748,3129234;5283617;10161461,Tom war kurz vorm Verdursten.
polizei,812445,990576;12326125;744474,Die Polizei beendete die Prügelei.
bestimmt,341920,7551402;8563083;10262800,Der Lesestoff bestimmt die Leseweise.
außer,12703982,603593;977254;10772965,Außer Kontrolle geratene Züge werden mit Entgleisungsschuhen aufgehalten.
stimmt,2838775,12822737;2127597;5763479,Liisas Verhalten stimmt mich nachdenklich.
baum,1243426,8436115;2686865;1182860,Starke Winde zerrten das Laub vom Baum.
deutsch,340860,441800;4457339;1177858,Niederländisch ist eng verwandt mit Deutsch.
esperanto,8212875,907756;10531898;1900056,Esperanto ist eine beliebte Plansprache.
wetter,2146937,985941;1649680;2348388,Bei stürmischem Wetter sank die Galeere.
gedacht,12896193,3114551;2781143;3590670,"Habt ihr daran gedacht, Sonnencreme einzupacken?"
erzählt,911937,2260887;13427627;13213216,Hermann hat eine lustige Geschichte erzählt.
stimme,6826232,801654;8758963;814937,Ihre Stimme ist deutlich vernehmbar.
fahrrad,331880,10188799;13570631;2180855,Das Fahrrad ist das Meinige.
gesicht,8975664,3970831;12452420;1748708,Maskenträger fassen sich häufiger ins Gesicht.
schuhe,10311997,11719128;6865762;3847453,Die Schuster haben die schlechtesten Schuhe.
platz,720706,1921766;2201721;13725704,Die Menschenmenge füllte den Platz.
langsam,1245348,1949087;10228071;11539660,"Gottes Mühlen mahlen langsam, mahlen aber trefflich fein."
art,2232895,2580856;2868587;2729837,Ihre übermütige Art ärgerte die Anwesenden.
krieg,2176232,10810533;1958846;2167677,Der Krieg ist der Schrecken der Mütter.
falsch,2735278,7866593;8098350;9280375,Die Ware wurde falsch etikettiert.
schüler,12540838,2079919;756070;4046324,Die Schüler lernten viele Gedichte auswendig.
monat,1219206,1796419;5244615;11341768,"Vergangenen Monat hatten wir November, stimmt's?"
zeigen,5797724,11721126;1636896;1913595,"Toms Kraftübungen begannen, Wirkung zu zeigen."
zukunft,10762460,11275679;9775900;1263895,Tom schilderte die Zukunft verführerisch.
muß,13489409,661397;12423354;13878143,Ich muß einen wichtigen Anruf tätigen.
sterben,7873682,905663;1982990;2682028,Meerschweinchen können an Einsamkeit sterben.
bier,944302,1141957;1239553;1969966,Donnerstagabends ist das Bier umsonst.
sommer,12684441,13835423;2927926;518805,Schwalben kündigen den Sommer an.
völlig,11075956,1910636;1584922;4182827,Dan war völlig niedergeschlagen vor Liebeskummer.
schlüssel,7865273,1944906;2589762;8763279,Der Schlüssel ist an der Rezeption abzuholen.
bereit,1552353,2202530;3557117;3557118,"Major Anderson war bereit, die Kämpfe einzustellen."
erfolg,5591628,1384423;2672046;6396241,"Erfolg gibt Sicherheit, Sicherheit gibt Erfolg."
fall,6287506,7723674;8175336;9707848,Der Fall wurde außergerichtlich beigelegt.
lust,356616,5166123;9778231;2266630,"Diese Komplimente machen mir Lust, abzuhauen."
milch,7790600,5686153;760488;2991385,Die Milch stillt meinen Durst.
egal,8824317,945228;2228281;8346093,Mir ist das komplett egal.
menge,5132596,686139;396902;10586894,Der Erdrutsch verursachte eine Menge Elend.
tragen,7059787,12147747;12441150;10178797,Maria und Toni tragen sexy Lack und Leder.
bedeutet,2511101,8700763;2801968;435494,Zensur bedeutet: Zutreffendes bitte streichen.
wert,4804643,727385;1194367;572724,Heim und Herd sind Goldes Wert!
plan,1179961,12827589;1976394;2301525,Wird der Plan der Notwendigkeit genügen?
besuchen,11514738,2177512;4808649;8576283,Kann ein Staatsbürger Südkoreas Nordkorea besuchen?
wein,2486177,2215275;3072757;4933910,"Wer Wein säuft — sündigt. Wer Wein trinkt, betet."
teil,8818821,10761678;441087;5488150,Konfrontationen sind Teil von Fadils Alltag.
zwar,13374281,6564845;8144840;5317480,"Maria ist Künstlerin, und zwar Porträtmalerin."
klar,5314177,7549431;2506949;2170025,Habe ich mich einigermaßen klar ausgedrückt?
welches,9016756,1922312;2859273;11093769,Welches Team feuern Sie an?
etwa,976099,11005011;2344926;2673639,Die Ananasfrucht misst etwa 15 Zentimeter.
wohin,12526129,6989152;5306146;6644817,"Man muß hier aufpassen, wohin man tritt."
interessiert,921980,923553;13918883;1513795,Yoko interessiert sich für Briefmarken.
erinnern,11881518,13660445;6595574;7965926,Sie erinnern sich nicht aneinander.
telefon,13810803,13810804;351623;1231156,Wessen Telefon klingelt da? Meins?
bild,3274913,426310;589915;10737588,Das Bild hing verkehrt herum.
gedanken,6459607,5221152;5680790;9982196,Positive Gedanken führen zu positiven Ergebnissen.
suchen,6725050,12031440;12031441;3251167,Wir suchen händeringend nach Personal.
fuß,7220087,7336154;7336158;1959386,Ein Fuß misst zwölf Zoll.
nachricht,1929834,2756140;801144;2290347,Die Nachricht verursachte mir Unbehagen.
bat,8642966,8898413;8898414;3033612,"Tom bat seinen Zimmergenossen, 911 anzurufen."
weise,13753987,5121037;10434666;3080172,Er verschwand auf mysteriöse Weise.
fest,365429,822088;822089;13329725,Wir steckten stundenlang im Stau fest.
blumen,7026399,1006015;2830393;12564456,"Maria zeichnet Blumen, Tom hingegen Automobile."
darin,10498901,1198457;10620337;2023496,"Connie Lamberts Lieblingsaufgabe besteht darin, ihren beiden Urenkelinnen zuzusehen."
gewöhnlich,5320261,9423310;9423312;1802606,Ich bezahle meine Rechnungen gewöhnlich fristgerecht.
darum,12936104,3395643;4299351;1665387,Darum fühlst du dich minderwertig.
bahnhof,1329600,2224295;7963931;1611825,Sally traf Harry am Bahnhof.
fühle,8896441,936361;9803089;7005125,Ich fühle mich komplett überfordert.
ändern,12495763,7290119;11968350;5267608,Laßt uns das Paßwort ändern!
sinn,2403626,2597601;5096713;1918811,Das ergibt scheinbar keinen Sinn.
schuld,833367,8457443;1597627;922719,"Hunger schwächt, Schuld verursacht Leiden."
sechs,13668847,2619477;3012067;6139768,Zehn plus sechs ergibt sechzehn.
feuer,5063518,12852587;1944971;12779249,Sei Funke! Sei Flamme! Sei Feuer! Brenne mit Leidenschaft!
büro,1728622,1907904;5075431;1976817,Wo ist das nächstgelegene American Express-Büro?
woher,12253178,13624097;13731468;8116288,Woher kommt diese nächtliche Ruhestörung?
vorbei,703371,7808616;8301830;2386967,Knapp daneben ist auch vorbei.
frei,7523546,8775176;2768017;755992,Haltet diese Plätze für Senioren frei!
arm,356531,2263481;4759879;638749,Mein linker Arm ist eingeschlafen.
obwohl,1243312,654400;13918665;812143,"Obwohl Silberfischchen Insekten sind, besitzen sie keine Flügel."
nachdem,1882163,720709;12438170;3526507,"Nachdem ich gebadet hatte, trank ich ein alkoholfreies Getränk."
gewinnen,7885499,2276723;4128553;6211351,Barcelona wird gegen Liverpool gewinnen.
neben,12845753,6041121;7908232;7061774,Der Tempel steht neben der Synagoge.
fluss,13813475,3749027;5632225;6185164,Der Amazonas ist der weltweit längste Fluss.
rauchen,1513551,1548571;3574523;8135602,Rauchen ist hier strengstens untersagt.
computer,13757195,9685362;13723273;13308888,Ein Computer ist ein modernes Gerät.
wohnung,7058701,8313627;930293;9847416,Unsere Wohnung ist spartanisch eingerichtet.
meer,8736874,5144371;12493878;11526896,Karl badet gerne im Meer.
regen,10274904,1498486;2319085;942992,Von der Traufe tropft der Regen.
hoch,13342321,944686;11580357;11817946,Das Risiko weiterer Feuerausbrüche ist hoch.
montag,825047,9934607;13659613;13678397,Wir segeln am Montag nach San Francisco.
dollar,3714885,658188;1363019;9780227,Ich bezahlte zweihundert Dollar Steuern.
erklären,7777183,8220447;1927503;4834971,Lass mich meinen Standpunkt erklären.
stolz,2791837,369620;7635991;5059730,Übertreibe Stolz und Strenge nicht!
name,2408980,3256466;6126853;9110998,„Hayastan“ ist Armeniens Name auf Armenisch.
sieben,13897114,8221203;13079291;2734518,Die 50-Pence-Münze hat sieben abgerundete Ecken.
lachen,481136,1985537;1985538;6933253,Sein kindliches Lachen ist liebenswert.
natürlich,771787,1437804;8290998;13679361,Natürlich sollte der Ertrag die Produktionskosten übersteigen.
allem,8291215,739476;2140734;12349633,Benötigt wird vor allem Trinkwasser.
reise,9141641,9997459;1194382;8547541,Die Reise erfolgt ohne Begleitung.
kuchen,3009057,757776;5996916;762286,Der Kuchen wimmelte von Ameisen.
haare,2176470,410049;7769594;632882,Die Friseurin frisierte der Braut die Haare.
natur,10145827,2760639;11340435;2130932,Der Weltuntergang wirtschaftlicher Natur ist abgesagt.
lage,2283974,2639121;4576617;8676402,Die Lage verschlechtert sich dramatisch.
unterschied,2083018,2708178;4249441;2083073,Zwischen ihnen bestand ein minimaler Unterschied.
statt,9275901,10098208;8157417;8643471,Ich verwende zum Braten Öl statt Margarine.
zog,975993,13076914;13322720;13488947,Hoover zog amerikanische Truppen aus Nicaragua zurück.
stark,3164603,12721324;1357834;11201859,Ich reagiere stark allergisch auf Erdnüsse.
gebeten,12621791,12621792;13695394;7205992,"Wer hat euch gebeten, euch einzumischen?"
gestorben,552233,899407;11901962;10282197,Maciek ist im Dezember gestorben.
heiraten,426777,1639148;1754245;541787,Sie wird am 4. Juni Hrn. Johnson heiraten.
dorthin,2340205,6786937;2323428;12175292,Kann man per Rad dorthin gelangen?
singen,2163221,12843351;2163212;10496240,"Singe, so lernst du singen."
erfahren,2112180,13577501;6099002;1729973,"Not macht geschickt, Not macht erfahren."
besonders,6108418,7407684;1294101;534994,Gehirnzellen sind besonders empfindlich gegenüber Sauerstoffmangel.
gegenüber,13817045,1908115;776171;636142,Die örtliche Bevölkerung verhielt sich Fremden gegenüber misstrauisch.
selten,1812040,6098913;753516;2140242,Echte Nachtmenschen sind selten anzutreffen.
gefragt,8727196,13745675;5083567;12862986,Hat Karl dich etwas gefragt?
überrascht,2296171,637342;1645611;12185304,"Ich war überrascht, es brennend vorzufinden."
moment,2342103,2931818;2338857;905483,Ich bezweifle Ihre Ehrlichkeit keinen Moment.
plötzlich,2695717,2055932;8015430;13725348,Plötzlich erleuchtete eine grellweiße Helligkeit alles ringsum.
freude,1404719,5153378;4669345;810733,Sie reagierten mit überschäumender Freude.
voller,4874726,3324603;2826170;2163850,Seine rhetorischen Ergüsse sind voller banaler Ausdrücke.
schwierig,11163721,12245075;13600458;2948494,Schlechte Gewohnheiten abzulegen ist schwierig.
wieviel,14011247,12634764;12634768;12634770,Wieviel Verkehr hat Ihre Website?
boden,1831831,1910275;7798099;1862665,Saurer Boden wird von Asche neutralisiert.
überall,13064329,3803531;3803532;8054074,Leon hat überall Kameras installiert.
erwartet,372830,591988;10244209;12928226,Sie erwartet sehnsüchtig die Rückkehr ihres Ehemannes.
krankenhaus,7712359,9373668;925131;2319247,Sie begleitete mich freundlicherweise zum Krankenhaus.
geschehen,3817840,697933;8124368;615510,"Was geschehen wird, wird geschehen."
winter,399512,13388600;13597201;10236304,Trage im Winter warme Kleidung.
unfall,7637062,2224644;4757338;793791,Tom beschrieb den Unfall detailliert.
sogar,525691,7185682;2068390;399729,Sogar Diebe haben einen Ehrenkodex.
nähe,10926252,1242579;8990767;12276276,Ein Tiger streift in der Nähe umher.
verlieren,13635395,9052786;1216778;4128553,Verlieren Sie den Bezug zur Realität?
luft,2734661,2754334;5983254;4954250,Die Morgensonne erfüllt die Luft mit Goldstaub.
manche,775381,1584922;5310493;761484,"Manche Salze stammen aus Bergwerken, manche aus Wasser."
tot,8803177,778482;2708177;10282192,Seine Braut wurde tot aufgefunden.
saß,12638290,1848652;3054019;867770,Mitten im Spinnennetz saß eine Spinne.
solche,835730,2160718;2691596;2710676,Ihr dürft nicht solche Kindereien treiben.
eher,7088207,8303511;1252766;4070367,Das Resultat war eher bescheiden.
schaffen,1693352,8392083;3295112;627278,Wir müssen Quellen erneuerbarer Energie schaffen.
abendessen,3117224,13021209;12603070;13310783,Wir nahmen ein sehr köstliches Abendessen ein.
nachmittag,1948583,4889434;3344602;5150374,Maria faltete den ganzen Nachmittag bunte Papierkraniche.
park,12186474,13020577;11504186;11566751,Der Park ist dicht bewaldet.
laufen,8837200,2160373;345031;9933322,Die Menschen laufen geschäftig umher.
übersetzen,11886859,13026488;13541432;715906,Übersetzen ist ein hochkomplexer Vorgang.
zufrieden,812659,816477;737352;369167,Jane sieht sehr zufrieden aus.
bezahlen,6105098,656431;7750583;392548,Bezahlen Sie vorzugsweise auf elektronischem Weg.
weder,8691300,4879564;9345100;12031851,Tom achtet weder die Lebenden noch die Toten.
stellte,7705526,12755016;12755018;13069010,Bill stellte den Rauchkonsum ein.
begann,2493166,459743;7932511;8633462,Allmählich begann der Nebel aufzusteigen.
rat,11275692,1847084;6002798;7478381,Befolge den Rat deines Arztes.
wald,6053688,968400;10308635;3766390,Maria tanzte im Mondenschein im Wald.
elke,6477083,8826639;7468647;7468176,Maria und Elke waren zueinander passend gekleidet.
wochenende,1737089,12496110;12497140;2658233,Herr Satō übt am Wochenende immer Bogenschießen.
pferd,5551205,5806457;12464010;1754928,Ein Krähenfluch tötet ein Pferd nicht.
geschenk,7146716,8097286;2457195;10025124,Könnten Sie sie als Geschenk verpacken?
froh,5442163,7057075;5856618;784584,"Wir sind froh, Tom hierzuhaben."
genauso,8294734,12280905;2654052;2428212,Donald Trumps Frisur ist genauso haarsträubend wie seine Persönlichkeit.
laut,1750011,2348652;2348654;12909820,Rasch dahinfliegend zwitschern die Vögel laut.
acht,8728394,979633;7775042;817529,Acht minus drei ergibt fünf.
küche,5791243,6037115;6874779;4870197,Die kanadische Küche ist grauenhaft.
könig,1589497,2720462;7754912;1281168,"Der König befahl, den Gefangenen freizulassen."
ruhe,2506314,7107233;2186792;2443907,Sein Organismus verlangte nach Ruhe.
person,4177809,4823025;724281;8636253,Paul ist eine freundliche Person.
