form,rank,lemma,group_id,method
nachmittag,785,nachmittag,nachmittag,ungrouped
welcher,786,welcher,welcher,dictionary
park,787,park,park,ungrouped
dank,788,dank,dank,ungrouped
genommen,789,nehmen,nehmen,participle
magst,790,mögen,mögen,dictionary
starb,791,sterben,sterben,dictionary
laufen,792,laufen,laufen,ungrouped
übersetzen,793,übersetzen,übersetzen,ungrouped
zufrieden,794,zufrieden,zufrieden,ungrouped
sachen,795,sache,sache,dictionary
bezahlen,796,bezahlen,bezahlen,ungrouped
weder,797,weder,weder,ungrouped
stellte,798,stellen,stellen,dictionary
unseren,799,unser,unser,declension
begann,800,beginnen,beginnen,dictionary
rat,801,rat,rat,ungrouped
wald,802,wald,wald,ungrouped
gefahren,803,fahren,fahren,participle
elke,804,elke,elke,ungrouped
wochenende,805,wochenende,wochenende,ungrouped
pferd,806,pferd,pferd,ungrouped
geschenk,807,geschenk,geschenk,ungrouped
deutschen,808,deutsch,deutsch,declension
froh,809,froh,froh,ungrouped
genauso,810,genauso,genauso,ungrouped
tagen,811,tag,tag,declension
laut,812,laut,laut,ungrouped
acht,813,acht,acht,ungrouped
geholfen,814,helfen,helfen,participle
größte,815,groß,groß,dictionary
küche,816,küche,küche,ungrouped
wen,817,wer,wer,dictionary
könig,818,könig,könig,ungrouped
sitzt,819,sitzen,sitzen,verb
ruhe,820,ruh,ruh,declension
höre,821,hören,hören,verb
person,822,person,person,ungrouped
hilft,823,helfen,helfen,dictionary
tiere,824,tier,tier,declension
befindet,825,befinden,befinden,verb
vertrauen,826,vertrauen,vertrauen,ungrouped
mund,827,mund,mund,ungrouped
ziehen,828,ziehen,ziehen,ungrouped
geburtstag,829,geburtstag,geburtstag,ungrouped
traum,830,traum,traum,ungrouped
bitten,831,bitt,bitt,declension
ziel,832,ziel,ziel,ungrouped
niemanden,833,niemand,niemand,declension
lied,834,lied,lied,ungrouped
wind,835,wind,wind,ungrouped
nehme,836,nehmen,nehmen,verb
trug,837,trug,trug,ungrouped
glas,838,glas,glas,ungrouped
trinkt,839,trinken,trinken,verb
ahnung,840,ahnung,ahnung,ungrouped
fisch,841,fisch,fisch,ungrouped
zuerst,842,zuerst,zuerst,ungrouped
verdient,843,verdienen,verdienen,verb
damals,844,damals,damals,ungrouped
unserem,845,unser,unser,declension
ständig,846,ständig,ständig,ungrouped
hunger,847,hunger,hunger,ungrouped
setzen,848,setzen,setzen,ungrouped
kostet,849,kosten,kosten,verb
preis,850,preis,preis,ungrouped
verheiratet,851,verheiratet,verheiratet,ungrouped
liest,852,lesen,lesen,dictionary
paris,853,paris,paris,ungrouped
lösen,854,lösen,lösen,ungrouped
hut,855,hut,hut,ungrouped
wütend,856,wütend,wütend,ungrouped
böse,857,bös,bös,declension
verliebt,858,verlieben,verlieben,verb
halb,859,halb,halb,ungrouped
kunst,860,kunst,kunst,ungrouped
heiß,861,heiß,heiß,ungrouped
voll,862,voll,voll,ungrouped
fleisch,863,fleisch,fleisch,ungrouped
heraus,864,heraus,heraus,ungrouped
gebracht,865,bringen,bringen,participle
kleid,866,kleid,kleid,ungrouped
ort,867,ort,ort,ungrouped
entscheidung,868,entscheidung,entscheidung,ungrouped
wochen,869,woche,woche,dictionary
fing,870,fangen,fangen,dictionary
bezahlt,871,bezahlen,bezahlen,verb
brachte,872,bracht,bracht,declension
ordnung,873,ordnung,ordnung,ungrouped
schnee,874,schnee,schnee,ungrouped
gesundheit,875,gesundheit,gesundheit,ungrouped
weinen,876,weinen,weinen,ungrouped
hotel,877,hotel,hotel,ungrouped
chef,878,chef,chef,ungrouped
schreibt,879,schreiben,schreiben,verb
herum,880,herum,herum,ungrouped
dessen,881,dessen,dessen,ungrouped
euer,882,euer,euer,ungrouped
hunde,883,hund,hund,declension
suche,884,suchen,suchen,verb
situation,885,situation,situation,ungrouped
erreichen,886,erreichen,erreichen,ungrouped
dumm,887,dumm,dumm,ungrouped
arbeite,888,arbeiten,arbeiten,verb
älter,889,alt,alt,dictionary
blieb,890,bleiben,bleiben,dictionary
prüfung,891,prüfung,prüfung,ungrouped
staaten,892,staat,staat,declension
stück,893,stück,stück,ungrouped
großes,894,groß,groß,declension
desto,895,desto,desto,ungrouped
dreißig,896,dreißig,dreißig,ungrouped
gebe,897,geben,geben,verb
angekommen,898,ankommen,ankommen,dictionary
mama,899,mama,mama,ungrouped
hausaufgaben,900,hausaufgaben,hausaufgaben,ungrouped
tasche,901,tasche,tasche,ungrouped
freue,902,freuen,freuen,dictionary
antworten,903,antworten,antworten,ungrouped
sagst,904,sagen,sagen,verb
benutzen,905,benutzen,benutzen,ungrouped
passieren,906,passieren,passieren,ungrouped
werdet,907,werden,werden,verb
raum,908,raum,raum,ungrouped
hoffnung,909,hoffnung,hoffnung,ungrouped
bekannt,910,bekannt,bekannt,ungrouped
gestohlen,911,stehlen,stehlen,dictionary
dorf,912,dorf,dorf,ungrouped
ernst,913,ernst,ernst,ungrouped
aufhören,914,aufhören,aufhören,ungrouped
verrückt,915,verrückt,verrückt,ungrouped
kamen,916,kamen,kamen,ungrouped
unbedingt,917,unbedingt,unbedingt,ungrouped
läuft,918,laufen,laufen,dictionary
restaurant,919,restaurant,restaurant,ungrouped
ihres,920,ihr,ihr,declension
wären,921,sein,sein,participle
herzen,922,herz,herz,declension
laden,923,laden,laden,ungrouped
aufgabe,924,aufgabe,aufgabe,dictionary
fuhr,925,fahren,fahren,dictionary
regnet,926,regnen,regnen,verb
irgendwo,927,irgendwo,irgendwo,ungrouped
fernsehen,928,fernsehen,fernsehen,ungrouped
schwierigkeiten,929,schwierigkeit,schwierigkeit,declension
sitzen,930,sitzen,sitzen,ungrouped
eins,931,ein,ein,plural
tages,932,tag,tag,declension
gefühl,933,gefühl,gefühl,ungrouped
fliegen,934,fliegen,fliegen,ungrouped
katzen,935,katze,katze,dictionary
ach,936,ach,ach,ungrouped
entschuldigen,937,entschuldigen,entschuldigen,ungrouped
danach,938,danach,danach,ungrouped
ruhig,939,ruhig,ruhig,ungrouped
lerne,940,lernen,lernen,verb
thema,941,thema,thema,ungrouped
zeitung,942,zeitung,zeitung,ungrouped
nett,943,nett,nett,ungrouped
verstand,944,verstand,verstand,ungrouped
versprochen,945,versprechen,versprechen,dictionary
gingen,946,gehen,gehen,dictionary
niemandem,947,niemand,niemand,declension
versuche,948,versuchen,versuchen,verb
klasse,949,klasse,klasse,ungrouped
leisten,950,leisten,leisten,ungrouped
wahl,951,wahl,wahl,ungrouped
sonntag,952,sonntag,sonntag,ungrouped
blick,953,blick,blick,ungrouped
ehe,954,ehe,ehe,ungrouped
party,955,party,party,ungrouped
letzter,956,letzt,letzt,declension
führen,957,führen,führen,ungrouped
firma,958,firma,firma,ungrouped
verkauft,959,verkaufen,verkaufen,verb
kochen,960,kochen,kochen,ungrouped
weh,961,weh,weh,ungrouped
gewonnen,962,gewonnen,gewonnen,ungrouped
verletzt,963,verletzen,verletzen,verb
fehlt,964,fehlen,fehlen,verb
mehrere,965,mehrere,mehrere,ungrouped
freunden,966,freund,freund,declension
geschafft,967,schaffen,schaffen,participle
teuer,968,teuer,teuer,ungrouped
leiden,969,leiden,leiden,ungrouped
anderer,970,anderer,anderer,ungrouped
farbe,971,farbe,farbe,dictionary
gefährlich,972,gefährlich,gefährlich,ungrouped
wollten,973,wollen,wollen,dictionary
hasse,974,hass,hass,declension
schiff,975,schiff,schiff,ungrouped
seele,976,seele,seele,dictionary
angefangen,977,anfangen,anfangen,dictionary
fahre,978,fahren,fahren,verb
bescheid,979,bescheid,bescheid,ungrouped
deshalb,980,deshalb,deshalb,ungrouped
sprichst,981,sprechen,sprechen,dictionary
körper,982,körper,körper,ungrouped
schmeckt,983,schmecken,schmecken,verb
wartet,984,warten,warten,verb
schau,985,schau,schau,ungrouped
hauptstadt,986,hauptstadt,hauptstadt,ungrouped
freiheit,987,freiheit,freiheit,ungrouped
frühstück,988,frühstück,frühstück,ungrouped
miteinander,989,miteinander,miteinander,ungrouped
setzte,990,setzen,setzen,dictionary
interessant,991,interessant,interessant,ungrouped
anfangen,992,anfangen,anfangen,ungrouped
welchen,993,welcher,welcher,dictionary
auge,994,auge,auge,dictionary
politiker,995,politiker,politiker,dictionary
anfang,996,anfang,anfang,ungrouped
urlaub,997,urlaub,urlaub,ungrouped
führt,998,führen,führen,verb
tanzen,999,tanzen,tanzen,ungrouped
schloss,1000,schloss,schloss,ungrouped
schönes,1001,schön,schön,declension
nachbarn,1002,nachbar,nachbar,dictionary
schlechte,1003,schlecht,schlecht,declension
schneller,1004,schnell,schnell,declension
ausland,1005,ausland,ausland,ungrouped
eier,1006,eier,eier,ungrouped
wörterbuch,1007,wörterbuch,wörterbuch,ungrouped
ehrlich,1008,ehrlich,ehrlich,ungrouped
sucht,1009,suchen,suchen,verb
rot,1010,rot,rot,ungrouped
solltet,1011,sollen,sollen,dictionary
getrunken,1012,trinken,trinken,participle
verkaufen,1013,verkaufen,verkaufen,ungrouped
kleiner,1014,klein,klein,declension
gleichen,1015,gleich,gleich,declension
erinnere,1016,erinnern,erinnern,dictionary
anrufen,1017,anrufen,anrufen,ungrouped
frankreich,1018,frankreich,frankreich,ungrouped
vereinigten,1019,vereinigt,vereinigt,declension
echt,1020,echt,echt,ungrouped
tue,1021,tun,tun,dictionary
gehabt,1022,haben,haben,dictionary
konnten,1023,können,können,dictionary
tasse,1024,tasse,tasse,ungrouped
bank,1025,bank,bank,ungrouped
deutsche,1026,deutsch,deutsch,declension
liegen,1027,liegen,liegen,ungrouped
lächeln,1028,lächeln,lächeln,ungrouped
erfahrung,1029,erfahrung,erfahrung,ungrouped
jedoch,1030,jedoch,jedoch,ungrouped
funktioniert,1031,funktionieren,funktionieren,verb
richtige,1032,richtig,richtig,declension
kirche,1033,kirche,kirche,ungrouped
strand,1034,strand,strand,ungrouped
geheimnis,1035,geheimnis,geheimnis,ungrouped
geist,1036,geist,geist,ungrouped
passt,1037,passen,passen,verb
jemandem,1038,jemand,jemand,declension
eigene,1039,eigen,eigen,dictionary
gebäude,1040,gebäude,gebäude,ungrouped
oben,1041,oben,oben,ungrouped
neu,1042,neu,neu,ungrouped
nennen,1043,nennen,nennen,ungrouped
reisen,1044,reis,reis,declension
unmöglich,1045,unmöglich,unmöglich,ungrouped
lebe,1046,leben,leben,verb
regierung,1047,regierung,regierung,ungrouped
letztes,1048,letzte,letzte,dictionary
lehrerin,1049,lehrerin,lehrerin,ungrouped
gesellschaft,1050,gesellschaft,gesellschaft,ungrouped
kaufte,1051,kaufen,kaufen,dictionary
selber,1052,selber,selber,ungrouped
gefängnis,1053,gefängnis,gefängnis,ungrouped
dagegen,1054,dagegen,dagegen,ungrouped
morgens,1055,morgen,morgen,plural
offen,1056,off,off,declension
welchem,1057,welcher,welcher,dictionary
onkel,1058,onkel,onkel,ungrouped
legte,1059,legen,legen,dictionary
schönen,1060,schön,schön,declension
schläft,1061,schlafen,schlafen,dictionary
chance,1062,chance,chance,ungrouped
bloß,1063,bloß,bloß,ungrouped
besucht,1064,besuchen,besuchen,verb
eingeladen,1065,einladen,einladen,dictionary
lustig,1066,lustig,lustig,ungrouped
mühe,1067,mühe,mühe,dictionary
wünsche,1068,wünsch,wünsch,declension
öffnen,1069,öffnen,öffnen,ungrouped
studenten,1070,student,student,declension
see,1071,see,see,ungrouped
haar,1072,haar,haar,ungrouped
tust,1073,tun,tun,dictionary
zahlen,1074,zahlen,zahlen,ungrouped
darfst,1075,dürfen,dürfen,dictionary
traurig,1076,traurig,traurig,ungrouped
sobald,1077,sobald,sobald,ungrouped
beginnt,1078,beginnen,beginnen,verb
aufs,1079,auf,auf,plural
john,1080,john,john,ungrouped
geschlossen,1081,schlossen,schlossen,participle
benutzt,1082,benutzen,benutzen,verb
brille,1083,brille,brille,dictionary
folgen,1084,folgen,folgen,ungrouped
angerufen,1085,anrufen,anrufen,dictionary
fallen,1086,fallen,fallen,ungrouped
vogel,1087,vogel,vogel,ungrouped
wolle,1088,wollen,wollen,verb
einander,1089,einander,einander,ungrouped
gearbeitet,1090,arbeiten,arbeiten,participle
flugzeug,1091,flugzeug,flugzeug,ungrouped
hierher,1092,hierher,hierher,ungrouped
wörter,1093,wort,wort,dictionary
solange,1094,solange,solange,dictionary
apfel,1095,apfel,apfel,ungrouped
gefühle,1096,gefühl,gefühl,declension
bekam,1097,bekommen,bekommen,dictionary
kino,1098,kino,kino,ungrouped
geschäft,1099,geschäft,geschäft,ungrouped
thomas,1100,thomas,thomas,ungrouped
weihnachten,1101,weihnachten,weihnachten,ungrouped
nase,1102,nase,nase,dictionary
gefahr,1103,gefahr,gefahr,ungrouped
schrieb,1104,schrieb,schrieb,ungrouped
beantworten,1105,beantworten,beantworten,ungrouped
frieden,1106,frieden,frieden,dictionary
kleines,1107,klein,klein,declension
jemals,1108,jemals,jemals,ungrouped
lügen,1109,lügen,lügen,ungrouped
versprechen,1110,versprechen,versprechen,ungrouped
ans,1111,ans,ans,ungrouped
eis,1112,eis,eis,ungrouped
mond,1113,mond,mond,ungrouped
schlaf,1114,schlaf,schlaf,ungrouped
europa,1115,europa,europa,ungrouped
raus,1116,rau,rau,plural
teufel,1117,teufel,teufel,ungrouped
lösung,1118,lösung,lösung,ungrouped
mut,1119,mut,mut,ungrouped
amerika,1120,amerika,amerika,ungrouped
verhalten,1121,verhalten,verhalten,ungrouped
spazieren,1122,spazieren,spazieren,ungrouped
vorstellen,1123,vorstellen,vorstellen,ungrouped
bibliothek,1124,bibliothek,bibliothek,ungrouped
studieren,1125,studieren,studieren,ungrouped
rief,1126,rufen,rufen,dictionary
enttäuscht,1127,enttäuschen,enttäuschen,verb
mittagessen,1128,mittagessen,mittagessen,ungrouped
übersetzung,1129,übersetzung,übersetzung,ungrouped
hängt,1130,hängen,hängen,verb
politik,1131,politik,politik,ungrouped
regnen,1132,regnen,regnen,ungrouped
still,1133,still,still,ungrouped
messer,1134,messer,messer,dictionary
trinke,1135,trinken,trinken,verb
na,1136,na,na,ungrouped
finger,1137,finger,finger,dictionary
wenige,1138,wenig,wenig,declension
kennengelernt,1139,kennenlernen,kennenlernen,dictionary
vögel,1140,vögel,vögel,ungrouped
mittag,1141,mittag,mittag,ungrouped
erkennen,1142,erkennen,erkennen,ungrouped
geschlafen,1143,schlafen,schlafen,participle
beispiel,1144,beispiel,beispiel,ungrouped
könne,1145,können,können,verb
äpfel,1146,apfel,apfel,dictionary
ruf,1147,ruf,ruf,ungrouped
trotzdem,1148,trotzdem,trotzdem,ungrouped
lief,1149,laufen,laufen,dictionary
tennis,1150,tennis,tennis,ungrouped
zucker,1151,zuck,zuck,declension
bäume,1152,baum,baum,dictionary
traf,1153,treffen,treffen,dictionary
wußte,1154,wissen,wissen,dictionary
gelegenheit,1155,gelegenheit,gelegenheit,ungrouped
regeln,1156,regeln,regeln,ungrouped
angelegenheit,1157,angelegenheit,angelegenheit,ungrouped
kraft,1158,kraft,kraft,ungrouped
lag,1159,lag,lag,ungrouped
geheiratet,1160,heiraten,heiraten,participle
entfernt,1161,entfernen,entfernen,verb
geschickt,1162,schicken,schicken,participle
fühlte,1163,fühlen,fühlen,dictionary
stellt,1164,stellen,stellen,dictionary
tu,1165,tun,tun,dictionary
krankheit,1166,krankheit,krankheit,ungrouped
großvater,1167,großvater,großvater,ungrouped
rufen,1168,rufen,rufen,ungrouped
geblieben,1169,bleiben,bleiben,participle
foto,1170,foto,foto,ungrouped
hättet,1171,haben,haben,dictionary
hundert,1172,hundert,hundert,ungrouped
süß,1173,süß,süß,ungrouped
unternehmen,1174,unternehmen,unternehmen,ungrouped
leuten,1175,leute,leute,dictionary
sollst,1176,sollen,sollen,verb
kosten,1177,kosten,kosten,ungrouped
autos,1178,auto,auto,plural
schönheit,1179,schönheit,schönheit,ungrouped
ohren,1180,ohr,ohr,declension
china,1181,china,china,ungrouped
schlug,1182,schlagen,schlagen,dictionary
nachts,1183,nachts,nachts,dictionary
findest,1184,finden,finden,verb
übersetzt,1185,übersetzen,übersetzen,verb
schließlich,1186,schließlich,schließlich,ungrouped
tief,1187,tief,tief,ungrouped
rücken,1188,rücken,rücken,ungrouped
erhalten,1189,erhalten,erhalten,ungrouped
papa,1190,papa,papa,ungrouped
öffnete,1191,öffnen,öffnen,dictionary
augenblick,1192,augenblick,augenblick,ungrouped
indem,1193,indem,indem,ungrouped
zuhause,1194,zuhaus,zuhaus,declension
deswegen,1195,deswegen,deswegen,ungrouped
zeigt,1196,zeigen,zeigen,verb
klug,1197,klug,klug,ungrouped
vergiss,1198,vergessen,vergessen,dictionary
bekommt,1199,bekommen,bekommen,verb
stein,1200,stein,stein,ungrouped
großmutter,1201,großmutter,großmutter,ungrouped
deren,1202,der,der,declension
zweiten,1203,zweit,zweit,declension
nächstes,1204,nah,nah,dictionary
schöner,1205,schön,schön,declension
gespielt,1206,spielen,spielen,participle
feier,1207,feier,feier,ungrouped
küssen,1208,küssen,küssen,ungrouped
wohne,1209,wohnen,wohnen,verb
vorsichtig,1210,vorsichtig,vorsichtig,ungrouped
zwanzig,1211,zwanzig,zwanzig,ungrouped
ungefähr,1212,ungefähr,ungefähr,ungrouped
schlief,1213,schlief,schlief,ungrouped
erledigen,1214,erledigen,erledigen,ungrouped
gilt,1215,gelten,gelten,dictionary
insel,1216,insel,insel,ungrouped
tränen,1217,tränen,tränen,ungrouped
schweigen,1218,schweigen,schweigen,ungrouped
eben,1219,eben,eben,ungrouped
eindruck,1220,eindruck,eindruck,ungrouped
allzu,1221,allzu,allzu,ungrouped
erwarten,1222,erwarten,erwarten,ungrouped
sahen,1223,sehen,sehen,dictionary
kümmern,1224,kümmern,kümmern,ungrouped
gelassen,1225,lassen,lassen,participle
aufgrund,1226,aufgrund,aufgrund,ungrouped
träume,1227,träum,träum,declension
wirklichkeit,1228,wirklichkeit,wirklichkeit,ungrouped
französische,1229,französisch,französisch,declension
schlechter,1230,schlecht,schlecht,declension
kleidung,1231,kleidung,kleidung,ungrouped
wieso,1232,wieso,wieso,ungrouped
langweilig,1233,langweilig,langweilig,ungrouped
vergangenheit,1234,vergangenheit,vergangenheit,ungrouped
dame,1235,dame,dame,dictionary
entscheiden,1236,entscheiden,entscheiden,ungrouped
stets,1237,stets,stets,ungrouped
flughafen,1238,flughafen,flughafen,ungrouped
warm,1239,warm,warm,ungrouped
suppe,1240,suppe,suppe,ungrouped
herrn,1241,herr,herr,dictionary
hemd,1242,hemd,hemd,ungrouped
oktober,1243,oktober,oktober,ungrouped
schließen,1244,schließen,schließen,ungrouped
gesetz,1245,gesetz,gesetz,ungrouped
pass,1246,pass,pass,ungrouped
nennt,1247,nennen,nennen,verb
mantel,1248,mantel,mantel,ungrouped
wand,1249,wand,wand,ungrouped
roman,1250,roman,roman,ungrouped
feind,1251,feind,feind,ungrouped
unterhalten,1252,unterhalten,unterhalten,ungrouped
liste,1253,liste,liste,dictionary
lüge,1254,lügen,lügen,verb
erreicht,1255,erreichen,erreichen,verb
daher,1256,daher,daher,ungrouped
zweimal,1257,zweimal,zweimal,ungrouped
fürchte,1258,fürcht,fürcht,declension
normalerweise,1259,normalerweise,normalerweise,ungrouped
brücke,1260,brücke,brücke,dictionary
zähne,1261,zahn,zahn,dictionary
baby,1262,baby,baby,ungrouped
studiert,1263,studieren,studieren,verb
form,1264,form,form,ungrouped
armen,1265,arm,arm,declension
freundlich,1266,freundlich,freundlich,ungrouped
erinnert,1267,erinnern,erinnern,dictionary
klavier,1268,klavier,klavier,ungrouped
langen,1269,lang,lang,declension
versuch,1270,versuch,versuch,ungrouped
sowohl,1271,sowohl,sowohl,ungrouped
las,1272,lesen,lesen,dictionary
schreibtisch,1273,schreibtisch,schreibtisch,ungrouped
rein,1274,rein,rein,ungrouped
oh,1275,oh,oh,ungrouped
entschieden,1276,entschieden,entschieden,ungrouped
berg,1277,berg,berg,ungrouped
euro,1278,euro,euro,ungrouped
hart,1279,hart,hart,ungrouped
hallo,1280,hallo,hallo,ungrouped
hälfte,1281,hälfte,hälfte,ungrouped
zieht,1282,ziehen,ziehen,verb
gewartet,1283,warten,warten,participle
leihen,1284,leihen,leihen,ungrouped
verändert,1285,verändert,verändert,ungrouped
kaputt,1286,kaputt,kaputt,ungrouped
unterricht,1287,unterricht,unterricht,ungrouped
reichen,1288,reichen,reichen,ungrouped
flasche,1289,flasche,flasche,ungrouped
schwarz,1290,schwarz,schwarz,ungrouped
entschuldigung,1291,entschuldigung,entschuldigung,ungrouped
betrunken,1292,betrunken,betrunken,ungrouped
wählen,1293,wählen,wählen,ungrouped
tatsächlich,1294,tatsächlich,tatsächlich,ungrouped
heißen,1295,heißen,heißen,ungrouped
gesund,1296,gesund,gesund,ungrouped
fängt,1297,fangen,fangen,dictionary
trotz,1298,trotz,trotz,ungrouped
